第 四 篇 為 政	THIÊN THỨ 4 : VI CHÁNH
管 子 云 : 齊 桓 公 問 管 子 曰 吾 念 有 而 勿 失 得 而 勿 忘 為 之 有 道 乎 對 曰 勿 創 勿 作 時 至 而 隨 無 以 私 好 惡 害 公 正 察 民 所 惡 以 自 為 戒 黃 帝 立 明 臺 之 議 堯 有 衢 室 之 問 舜 有 高 善 之 旌 禹 立 諫 鼓 於 朝 湯 有 總 街 之 庭 以 觀 民 誹 也 此 古 聖 帝 明 王 所 以 有 而 勿 失 得 而 勿 忘 者 也 。	Sách Quản Tử viết : Vua Tề-Hoàn-Công hỏi Quản-Tử (Quản-Trọng) rằng : Ta mong mỏi có cả thiên-hạ mà không mất, đạt được quyền lực mà chẳng suy có cách gì làm được ?. Quản-Tử đáp : Thưa đừng làm gì mới, chớ tạo gì thêm, thời cơ đến mà tuỳ chuyển theo. Không lấy lòng yêu ghét cá nhân làm hại đến công lý, xét kỹ điều dân ghét để tự răn mình.
毛 詩 云 : 湯 降 不 遲 聖 敬 日 躋 昭 假 遲 遲 上 帝 是 祗 帝 命 式 于 九 圍 不 競 不 絿 不 剛 不 柔 敷 政 優 優 百 祿 是 遒 。	Thời Hoàng-Đế lập nhà Minh-Đài để nghị sự, thời vua Nghiêu có chế độ tra hỏi nhà Cù-Thất, thời vua Thuấn khéo treo cao cờ tinh để xin lời khuyên, thời vua Vũ dựng lên cái trống can gián ở triều-đình, thời vua Thang có lập mái đình ở các ngã đường để xem xét lời chê bai của dân. Đó là cách mà bậc thánh-đế minh-vương có thể có cả thiên-hạ mà không mất, đạt được quyền lực mà chẳng suy vậy. Sách Mao Thi viết : Không lâu Thành-Thang đã vội sinh. Ngày ngày thánh đức tiến nhanh tuyệt vời. Không ngừng soi chiếu đến trời. Kính thờ thượng đế một đời chẳng nao. Làm nên phép tắc chính châu. Không nhanh gấp, chẳng trễ tràng thung dung. Không nhu nhược, không cương hùng. Phổ truyển chính trị khắp cùng mọi nơi. Hàng trăm lộc tụ vào người.
新 序 云 : 曾 子 曰 人 之 將 死 其 言 也 善 恭 王 之 謂 也 孔 子 曰 朝 聞 道 夕 死 可 矣 於 是 以 開 後 嗣 覺 來 世 猶 愈 沒 身 不 寤 者 也 。	Sách Tân Tự viết : Thầy Tăng-Tử nói : “ Người sắp lìa đời, lời nói thiện lành”. Vua Sở-Cung-Vương là người là như vậy. Đức Khổng-Tử nói : “Sáng sớm nghe được đạo lý, chiều tối chết cũng mãn nguyện.” Việc đó khai ngộ cho con cháu, tỉnh giác người đời sau, còn hơn thân chết đi mà vẫn không thức tỉnh vậy.
典 語 云 : 先 王 重 於 爵 位 慎 於 官 人 制 爵 必 俟 有 德 班 祿 必 施 有 功 是 以 見 其 爵 者 昭 其 德 聞 其 祿 者 知 其 功 。	Sách Điển Ngữ viết : Bậc tiên-vương coi trọng tước-vị, cẩn thận giao chức quan cho người. Chế ra tước-vị ắt đợi người có đức, ban bổng-lộc ắt cho người có công. Vì thế nhìn thấy tước-vị hiểu được đức hạnh, nghe đến bổng lộc biết được công lao.
鬻 子 云 : 昔 者 魯 周 公 使 衛 康 叔 往 守 於 殷 戒 之 曰 與 殺 不 辜 寧 失 有 罪 無 有 無 罪 而 見 誅 無 有 有 功 而 不 賞 戒 之 封 誅 賞 之 慎 焉 。	Sách Dục Tử viết : Xưa kia Lỗ-Chu-Công sai em là Vệ-Khang-Thúc đến cai quản đất nhà Ân nói rằng : “So với việc giết người vô tội, thà tha cho kẻ có tội.” Không được để người vô tội bị giết oan, không được để người có công mà không ban thưởng. Răn lấy, phải thận trọng hạn chế việc giết chóc, ban thưởng.
文 子 云 : 人 之 性 有 仁 義 之 資 非 聖 王 為 之 法 度 不 可 使 向 方 也 因 其 所 惡 以 禁 姦 故 刑 罰 不 用 威 行 如 神 矣 因 其 性 即 天 下 聽 從 咈 其 性 即 法 度 張 而 不 用 。	Sách Văn Tử viết : Nhân tình vốn có nhân nghĩa, nhưng không có pháp-độ của bậc thánh-vương thì không thể khiến cho đi đúng phương hướng. Nương theo cái ghét của người để cấm việc gian-tà cho nên hình-phạt không sử dụng đến mà uy lực thi hành như thần. Nương theo bổn-tính của người thì thiên-hạ nghe theo.
體 論 云 : 為 政 者 不 可 以 不 知 民 之 情 知 民 然 後 民 乃 從 令 己 所 不 欲 不 施 於 人 令 安 得 不 從 乎 故 善 政 者 簡 而 易 行 則 民 不 變 法 存 身 而 民 象 之 則 民 不 怨 。	Còn làm ngược lại với bổn-tính thì dù pháp-độ có triển khai cũng không thể sử dụng vậy. Sách Thể Luận viết : Người làm chính trị không thể không biết dân-tình, biết dân-tình thì sau mới có thể khiến dân vâng theo lệnh. Việc mình không muốn, không làm cho người thì ra lệnh ai không theo chứ ?. Nên người khéo làm chính trị ra lệnh đơn giản mà dễ thực hành thì dân không biến đổi.
商 君 子 云 : 法 令 者 民 之 命 也 為 治 之 本 也 所 以 備 民 也 智 者 不 得 過 愚 者 不 得 不 及 名 分 不 定 而 欲 天 下 之 治 是 猶 欲 無 饑 而 去 食 欲 無 寒 而 去 依 也 其 不 幾 亦 明 矣 一 兔 走 而 百 人 追 之 非 以 兔 為 可 分 以 為 百 有 名 之 未 定 也 夫 賣 兔 者 滿 市 盜 不 敢 取 由 名 分 之 定 也 。	Mình tuân theo pháp luật làm hình tượng cho người thì dân không oán thán. Sách Thương Quân Tử viết : Pháp-lệnh là tính mệnh của dân, là căn bản của việc trị nước, bở vậy nó hoàn bị cho dân vậy. Người trí không được làm quá, người ngu không được làm thiếu. Danh-phận không định mà muốn thiên-hạ an trị giống như muốn không đói mà bỏ ăn, muốn không lạnh mà bỏ áo vậy. Làm như thế mà không đạt được là việc rất rõ ràng. Một con thỏ chạy mà cả trăm người truy đuổi, không phải con thỏ biến phân ra hàng trăm con mà là vì người chưa có người bắt được nó nên danh-phận chưa định vậy. Còn thỏ bán ở chợ rất nhiều thế mà kẻ trộm không dám lấy là do danh-phận định rồi vậy.
商 君 子 云 : 故 夫 名 分 定 勢 治 之 道 也 名 分 不 定 勢 亂 之 道 也 故 勢 治 者 不 可 亂 也 勢 亂 者 不 可 治 也 夫 勢 亂 而 欲 治 之 愈 亂 矣 勢 治 而 治 之 則 治 矣 故 聖 人 治 治 不 治 亂 也 聖 人 為 民 法 必 使 之 明 白 易 知 愚 智 遍 能 知 之 萬 民 無 陷 於 險 危 也 。	Sách Thương Quân Tử viết : Nên thường danh-phận định thì đường lối tình thế an trị, danh-phận không định thì đường lối tình thế loạn lạc. Do vậy tình thế an trị không thể loạn lạc, tình thế loạn lạc không thể an trị. Thường tình thế loạn mà muốn sửa trị thì chỉ càng làm loạn thêm vậy. Thế trị mà muốn sửa trị thêm thì an ổn tốt đẹp vậy. Nên bậc thánh-nhân nhân thế trị mà sửa trị thêm, không sửa trị khi đang loạn lạc. Bậc thánh-nhân vì dân làm ra pháp-luật ắt phải rõ ràng dễ hiểu, khiến cho kẻ ngu và người trí đều biết được, vạn dân không bị vùi lấp trong hiểm-nguy vậy.
袁 子 正 書 云 : 法 出 而 不 正 是 無 法 也 法 正 而 不 行 是 無 君 也 。	Sách Viên Tử Chính Thư viết : Pháp luật làm ra mà không đúng đắn thì cũng như không có. Pháp luật đúng đắn mà không thi hành thì cũng như không có vua.
體 論 云 : 公 之 於 法 無 不 可 也 過 輕 亦 可 過 重 亦 可 私 之 於 法 無 可 也 過 輕 則 縱 姦 過 重 則 傷 善 今 之 為 法 者 不 平 公 私 之 分 而 辯 輕 重 之 文 不 本 百 姓 之 心 而 謹 奏 當 之 書 是 治 化 在 身 而 走 求 之 也 。	Sách Thể Luận viết : Pháp luật công bằng thì không gì là không thể, hành pháp quá nhẹ cũng được, hành pháp quá nặng cũng được. Pháp luật không công bằng thì không làm được gì, hành pháp quá nhẹ thì dung túng kẻ gian tà, hành pháp quá nặng thì làm tổn thương người tốt. Ngày nay người hành pháp không làm rõ ràng việc công việc tư mà cứ biện luận văn vẻ nặng nhẹ, không căn cứ vào lòng bách-tính mà chỉ cẩn thận dâng tấu sớ lên trên, việc đó là phải chuyển hoá từ bản thân mà họ cứ chạy khắp nơi để tìm kiếm.
尚 書 云 : 非 佞 折 獄 惟 良 折 獄 罔 非 在 中 哀 敬 折 獄 咸 庶 中 正 。	Sách Thượng Thư viết : Xử kiện không cần đến người có tài khẩu biện, chỉ cần người có lương tâm, không việc gì không giữ được trung chính (công bằng). Xử kiện phải có lòng thương xót, lòng kính sợ, ngõ hầu các vụ án đều được trung chính (công bằng).
鹽 鐵 論 云 : 非 患 銚 鉏 之 不 利 患 其 舍 草 而 芸 苗 也 非 患 無 準 平 患 其 舍 枉 而 繩 直 也 故 親 近 為 過 不 必 誅 是 鉏 不 用 也 疏 遠 有 功 不 必 賞 是 苗 不 養 也 故 世 不 患 無 法 而 患 無 必 行 之 法 也 。	Sách Diêm Thiết Luận viết : Chẳng lo lưỡi cuốc không bén, chỉ lo bỏ qua cỏ dại mà phá mầm non. Chẳng lo thước không thẳng, chỉ lo bỏ qua chổ cong mà đo chổ thẳng. Nên người thân cận làm quá không hẳn phải giết đó giống như không dùng cuốc vậy. Kẻ xa lạ có công không nhất định thưởng đó giống như không dưỡng mầm non vậy. Do đó thế gian chẳng lo không có luật pháp mà lo có luật pháp không hẳn sẽ thi hành.
孔 子 家 語 云 : 凡 聽 五 刑 之 訟 必 原 父 子 之 親 立 君 臣 之 義 以 權 之 意 論 輕 重 之 序 慎 測 淺 深 之 量 以 別 之 悉 其 聰 明 致 其 忠 愛 以 盡 之 。	Sách Khổng Tử Gia Ngữ viết : Thường xử các vụ kiện tụng liên quan đến ngũ-hình ắt phải tìm nguyên nhân của họ nên coi trọng tình cảm cha con, thiết lập nghĩa vua tôi rồi quyền biến cho thích hợp.
孔 子 家 語 云 : 仲 弓 曰 古 之 禁 何 禁 孔 子 曰 析 言 破 律 亂 名 改 作 執 左 道 以 亂 政 者 殺 作 淫 聲 造 異 服 設 奇 伎 奇 器 以 盪 上 心 者 殺 行 偽 而 堅 言 偽 而 辨 學 非 而 博 順 非 而 澤 以 惑 眾 者 殺 假 於 鬼 神 時 日 卜 筮 以 疑 民 者 殺 此 四 誅 者 不 待 時 不 以 聽	Xem đến ý định của họ để luận tội nặng hay nhẹ, thận trọng đưa ra mức án thích hợp, để biện biệt rõ ràng. Nên cố gắng hết sức dùng trí thông-minh và lòng trung-ái để xử lý vụ án cho tường tận. Sách Khổng Tử Gia Ngữ viết : Thầy Trọng-Cung hỏi : Thưa cấm lệnh thời xưa cấm ra sao ?. Đức Khổng-Tử đáp : Kẻ nói lời gây chia rẽ phá luật, làm loạn danh phận thay đổi pháp độ, dùng đạo lý lệch lạc để làm loạn chính quyền thì giết. Kẻ sáng tác âm nhạc dâm đãng, ăn mặc dị hợm, dùng ta thuật để mê hoặc lòng cấp trên thì giết. Kẻ hành vi dối trá mà cố chấp, lời nói giả dối mà nguỵ biện, học sai trái mà uyên bác, thuận sai trái mà mân mê để mê hoặc mọi người thì giết. Giả danh quỷ thần, theo thời bói toán để mê hoặc dân chúng thì giết. Kẻ phạm bốn tội này thì giết ngay không cần chờ đợi, không cần xét xử.
文 子 云 : 誦 先 王 之 書 不 若 聞 其 言 聞 其 言 不 若 得 其 所 以 言 得 其 所 以 言 者 言 弗 能 言 也 故 道 可 道 者 非 常 道 也 名 可 名 者 非 常 名 也 故 聖 人 所 由 曰 道 所 為 曰 事 道 由 金 石 壹 調 不 可 更 事 猶 琴 瑟 每 終 改 調 故 法 制 禮 樂 者 治 之 具 也 非 所 以 為 治 也 。	Sách Văn Tử viết : Đọc sách của bậc tiên-vương không bằng được nghe nói trực tiếp . Nghe nói trực tiếp không bằng hiểu được nguyên do của lời nói. Hiểu được nguyên do của lời nói thì có nói mà như chẳng nói vậy. Nên đạo có thể gọi là đạo thì không phải là đạo thường. Danh có thể gọi là danh thì không phải danh thường. Cho nên bậc thánh-nhân vì đó nói đạo làm ra việc. Đạo như chuông khánh khi đã ấn định tiếng thì không thể thay đổi. Việc như đàn cầm, đàn sắt mỗi khi kết thúc bản nhạc thì có thể điều chỉnh tiếng. Do đó pháp-chế, lễ-nhạc là công cụ để trị nước, không phải nguyên nhân để làm nước an trị.
尚 書 云 : 同 力 度 德 同 德 度 義 。	Sách Thượng Thư viết : Cùng mạnh thì so đức, cùng đức thì so nghĩa.
政 要 論 云 : 歷 觀 古 今 用 兵 之 敗 非 鼓 之 日 也 民 心 離 散 素 行 豫 敗 也 用 兵 之 勝 非 陳 之 朝 也 民 心 親 附 素 行 豫 勝 也	Sách Chính Yếu Luận viết : Quan sát xưa nay, việc dụng-binh thất bại không phải trong ngày đánh trống, nguyên do lòng dân chia lìa, dẫn đến hành động thường dự báo thất bại vậy. Dụng-binh giành thắng lợi không phải dàn trận trong một buổi sáng, nguyên do lòng dân đoàn kết, dẫn đến hành động thường dự báo chiến thắng vậy.
左 傳 云 : 會 聞 用 師 觀 舋 而 動 德 刑 政 事 典 禮 不 易 不 可 敵 也 。	Sách Tả Truyện viết : Sĩ-Hội nghe : Việc dụng-binh thì xem sơ hở của kẻ địch mà hành động.
六 韜 云 : 武 王 問 太 公 曰 論 將 之 道 奈 何 太 公 曰 將 有 五 才 十 過 所 謂 五 才 者 勇 智 仁 信 忠 也 勇 則 不 可 犯 智 則 不 可 亂 仁 則 愛 人 信 則 不 欺 人 忠 則 無 二 心 所 謂 十 過 者 將 有 勇 而 輕 死 者 有 急 而 心 速 者 有 貪 而 喜 利 者 有 仁 而 不 忍 於 人 者 有 智 而 心 怯 者 有 信 而 喜 信 於 人 者 有 廉 潔 而 不 愛 民 者 有 智 而 心 緩 者 有 剛 毅 而 自 用 者 愞 心 而 喜 用 人 者 。	Nếu như đức hạnh, hình phạt, việc chính-sự, phép tắc lễ nghi của nước họ không biến dịch vậy thì không thể đánh. Sách Lục Thao viết : Vua Võ-Vương hỏi Thái-Công rằng : Phương pháp chọn tướng ra sao ?. Thái-Công đáp : Thưa tướng phải có 5 tài và tránh 10 lỗi. Cái gọi là 5 tài là Dũng, Trí, Nhân, Tín, Trung. Dũng thì không thể xâm phạm, Trí thì không thể loạn, Nhân thì yêu người, Tín thì không dối trá, Trung thì không hai lòng. Cái gọi là tránh 10 lỗi, là tướng dũng cảm mà xem nhẹ cái chết, tướng nóng nảy mà lòng hấp tấp, tướng tham lam mà háo lợi, tướng nhân từ mà không nỡ hại người, tướng khôn ngoan mà lòng nhút nhát, tướng thành tín mà dễ tin người, tướng liêm-khiết mà không thương người, tướng thông minh mà lòng không quyết đoán, tướng cương-nghị mà ngoan cố, tướng lòng yếu hèn mà thích dựa vào người.
吳 子 云 : 夫 總 文 武 者 軍 之 將 也 兼 剛 柔 者 兵 之 事 也 凡 人 之 論 將 恒 觀 之 於 勇 勇 之 於 將 乃 數 分 之 一 耳 夫 勇 者 輕 命 而 不 知 利 未 可 也 。	Sách Ngô Tử viết : Người văn võ song toàn mới có thể làm tướng lĩnh trong quân đội. Người cương nhu linh hoạt mới có thể chỉ huy tác chiến. Thường khi người bàn luận tướng lĩnh luôn xem đến lòng dũng cảm. Lòng dũng cảm của tướng lĩnh chỉ là một trong số những phẩm chất cần có. Lòng dũng cảm mà coi khinh mệnh lệnh, không biết lợi hại là chưa được vậy.
