第 一 篇 君 道	THIÊN THỨ 1 : QUÂN ĐẠO
崔 寔 政 論 云 : 年 榖 豐 稔 風 俗 未 乂 夫 風 俗 者 國 之 脈 診 也 不 和 誠 未 足 為 休 書 曰 雖 休 勿 休 況 不 休 而 可 休 乎 。	Sách Thôi Thực Chính Luận viết : Ngũ cốc hàng năm được mùa, phong tục chưa hẳn yên định. Phong tục ví như mạch máu của đất nước nếu như không thật hòa thì chưa đủ xem là tốt lành.
淮 南 子 云 : 世 治 則 小 人 守 正 而 利 不 能 誘 也 世 亂 則 君 子 為 姦 而 刑 不 能 禁 也 。	Sách Hoài Nam Tử viết : Thời thế thịnh trị kẻ tiểu-nhân giữ chánh đạo dù lợi lộc cũng không thể dụ được họ. Thời thế loạn lạc thì người quân-tử làm việc gian tà dù hình phạt cũng không thể cấm được họ.
管 子 云 : 商 賈 在 朝 則 貨 財 上 流 婦 言 人 事 則 賞 罰 不 信 男 女 無 別 則 民 無 廉 恥 而 求 百 姓 之 安 兵 士 之 死 節 不 可 得 也 。	Sách Quản Tử viết : Thương-nhân ở triều đình thì việc hối lộ dẫn lên trên, phụ nữ nói việc người thì sự thưởng phạt không được tín nhiệm, nam nữ không phân biệt thì người không biết liêm sỉ thế mà mong dân chúng an ổn, binh sĩ hi sinh vì đất nước thì thật không thể được vậy.
昌 言 云 : 廉 隅 貞 潔 者 德 之 令 也 流 逸 奔 隨 著 行 之 污 也 風 有 所 從 來 俗 有 所 由 起 疾 其 末 者 刈 其 本 惡 其 流 者 塞 其 源 夫 男 女 之 際 明 別 其 外 內 遠 絕 其 聲 音 激 厲 其 廉 恥 塗 塞 其 虧 隙 由 尚 有 胸 心 之 逸 念 睇 盻 之 過 視 而 況 開 其 門 導 其 徑 者 乎 。	Sách Xương Ngôn viết : Biết phân biệt phải trái, ngay thẳng trong sạch là những đức hạnh tốt đẹp. Phóng túng vô độ, tùy tiện qua loa là những hành vi ô uế.
老 子 云 : 天 下 多 忌 諱 而 民 彌 貧 民 多 利 器 國 家 滋 昏 人 多 伎 巧 奇 物 滋 起 法 物 滋 彰 盜 賊 多 有 。	Pháp lệnh càng rõ rệt, trộm cướp càng sinh nhiều.
崔 寔 政 論 云 : 今 使 列 肆 賣 侈 功 商 賈 鬻 僭 服 百 工 作 淫 器 民 見 可 欲 不 能 不 買 賈 人 之 列 戶 蹈 踰 侈 矣 故 王 政 一 傾 普 天 率 土 莫 不 奢 僭 者 非 家 至 人 告 乃 時 勢 驅 之 使 然 此 則 天 下 之 患 一 也 。	Sách Thôi Thực Chính Luận viết : Ngày nay giả sử hàng quán bán các mặt hàng xa xỉ, thương nhân bán trang phục giả, các thợ thủ công làm ra vật dụng bừa bãi thì khi dân thấy liền khởi lòng tham khiến họ không thể không mua, người bán liền bài ra các mặt hàng hết sức xa xỉ. Nên luật pháp đất nước một khi nghiêng đổ thì khắp gằm trời dưới đất không ai mà không lấn lướt xa xỉ, việc đó chẳng phải đến từng nhà tuyên truyền, chỉ vì thời thế mà khiến họ bị như vậy.
漢 書 云 : 今 背 本 而 趨 末 食 者 甚 眾 是 天 下 之 大 殘 也 淫 侈 之 俗 日 日 以 長 是 天 下 之 大 賊 也 。	Thói lãng phí vô độ ngày ngày tăng trưởng đó là cái hại lớn của thiên-hạ.
新 語 云 : 君 子 之 御 下 也 民 奢 應 之 以 儉 驕 淫 者 統 之 以 理 未 有 上 仁 而 下 賊 讓 行 而 爭 路 者 也 故 孔 子 曰 移 風 易 俗 豈 家 令 人 視 之 哉 亦 取 之 於 身 而 已 矣 。	Sách Tân Ngữ viết : Người quân-tử đến với người dưới, nếu người sống xa xỉ thì lấy tiết kiệm ứng lại, sống kiêu ngạo phóng túng thì lấy đạo lý để thống nhất. Chưa có chuyện trên nhân từ mà dưới gian tà và chuyện trên có hạnh khiêm nhượng mà dưới tranh giành.
傅 子 云 : 上 好 德 則 下 修 行 上 好 言 則 下 飾 辯 修 行 則 仁 義 興 焉 飾 辯 則 大 偽 起 焉 此 必 然 之 徵 也 德 者 難 成 而 難 見 者 也 言 者 易 撰 而 易 悅 者 也 先 王 知 言 之 易 而 悅 之 者 眾 故 不 尚 焉 。	Sách Phó Tử viết : Trên ham đức thì dưới tu dưỡng đức hạnh, trên ham nói thì dưới ra sức nói nhiều. Tu dưỡng đức hạnh thì nhân-nghĩa hưng lên vậy, ra sức nói nhiều thì việc gian dối lớn khởi lên, đó là việc hiển nhiên thấy được.
傅 子 云 : 古 者 民 樸 而 化 淳 上 少 欲 而 尟 偽 依 足 以 暖 身 食 足 以 充 口 器 足 以 給 用 居 足 以 避 風 雨 養 以 大 道 而 民 樂 其 生 敦 以 大 質 而 下 無 逸 心 日 中 為 市 民 交 易 而 退 各 得 其 所 蓋 化 淳 也 。	Trong ngày đi chợ, dân mua bán rồi về, mọi người đều có thứ cần dùng, đại khái đó là phong hóa thuần hậu vậy.
國 語 云 : 文 公 問 於 郭 偃 曰 始 也 吾 以 國 為 易 今 也 難 對 曰 君 以 為 易 其 難 也 將 至 矣 君 以 為 難 其 易 也 將 至 矣 。	Sách Quốc Ngữ viết : (Tấn) Văn-Công hỏi Quách-Yển rằng : “ Hồi trước ta thấy chuyện trị lý đất nước dễ còn nay thì khó.” Quách-Yển đáp : thưa vua cho là dễ thì khó đến liền vậy, còn vua cho là khó thì dễ đến liền vậy.
尚 書 云 : 大 禹 曰 后 克 艱 厥 后 臣 克 艱 厥 臣 政 乃 乂 黎 民 敏 德 。	Như biết được rồi thì việc chính sự sẽ an định, nhân dân sẽ có những đức hạnh tốt.
呂 氏 春 秋 云 : 義 也 者 萬 事 之 紀 也 君 臣 上 下 親 疏 之 所 由 起 也 治 亂 安 危 之 所 在 也 勿 求 於 他 必 反 人 情 。	Sách Lã Thị Xuân Thu viết : Nghĩa là kỷ cương của mọi việc, vua tôi, trên dưới, xa gần đều vì đó mà khởi lên, thịnh trị hay loạn lạc, an ổn hay nguy hiểm đều tại đó vậy. Chớ mong cầu ở người khác việc đó ắt trái nhân-tình.
管 子 云 : 明 主 不 用 其 智 而 任 聖 人 之 智 不 用 其 力 而 任 眾 人 之 力 故 以 聖 人 之 智 思 慮 者 無 不 知 也 以 眾 人 之 力 起 事 者 無 不 成 也 能 自 去 而 因 天 下 之 智 力 起 則 身 逸 而 福 多 亂 主 獨 用 其 智 而 不 任 聖 人 之 智 獨 用 其 力 而 不 任 眾 人 之 力 故 其 身 勞 而 禍 多 故 曰 獨 任 之 國 勞 而 多 禍 。	Do đó chỉ làm việc nước một mình thì lao nhọc mà nhiều tai họa.
管 子 云 : 國 之 所 以 亂 者 四 內 有 疑 妻 之 妾 此 宮 亂 也 庶 有 疑 嫡 之 子 此 家 亂 也 朝 有 疑 相 之 臣 此 國 亂 也 任 官 無 能 此 眾 亂 也 四 者 無 別 主 失 其 體 群 官 朋 黨 以 懷 其 私 則 失 疆 故 妻 必 定 子 必 正 相 必 直 立 以 聽 官 必 忠 信 以 敬 。	Sách Quản Tử viết : Quốc gia loạn lạc có 4 nguyên nhân : (1)Trong vợ cả và vợ thứ tranh nhau địa vị việc đó gây loạn chốn cung đình. (2) Con vợ thứ địa vị giống con vợ cả việc đó làm loạn gia đình. (3) Triều đình bề tôi thân cận có quyền lực như quan tể tướng việc đó làm loạn quốc gia. (4) Quan viên được trọng dụng không tài năng việc đó làm loạn đại chúng. 4 nguyên nhân không phân biệt thì vua mất đi bản thể, quần-thần kết bè đảng để mong làm việc riêng sẽ khiến (vua) mất đi quyền hạn.
政 要 論 云 : 夫 人 君 欲 治 者 既 達 專 持 刑 德 之 柄 矣 位 必 使 當 其 德 祿 必 使 當 其 功 官 必 使 當 其 能 此 三 者 治 亂 之 本 也 位 當 其 德 則 賢 者 居 上 不 肖 者 居 下 祿 當 其 功 則 有 勞 者 勸 無 勞 者 慕 。	Sách Chính Yếu Luận viết : Người làm vua muốn trị nước đạt hiểu quả thì phải chuyên chú vào pháp luật và đạo đức mà làm căn bổn. Địa vị ắt phải xứng đáng với đức hạnh, bỗng lộc ắt phải xứng đáng với công trạng, chức quan ắt phải xứng đáng với năng lực, ba điều ấy là gốc của động loạn hay an trị vậy.
尹 文 子 云 : 國 亂 有 三 事 年 飢 民 散 無 食 以 之 則 亂 治 國 無 法 則 亂 有 法 而 不 能 用 則 亂 有 食 以 聚 民 有 法 而 能 行 國 不 治 未 之 有 也 。	Có lương thực để tụ hợp dân, có pháp luật mà có thể thi hành, quốc gia không an trị là việc chưa từng có vậy.
孔 子 家 語 云 : 孔 子 觀 於 明 堂 睹 四 方 治 墉 有 堯 舜 桀 紂 之 象 而 各 有 善 惡 之 狀 興 廢 之 誡 焉 又 有 周 公 相 成 王 抱 之 而 負 斧 扆 南 面 以 朝 諸 侯 之 圖 焉 孔 子 徘 徊 而 望 之 謂 從 者 曰 此 則 周 之 所 以 盛 也 夫 明 鏡 者 所 以 察 形 往 古 者 所 以 知 今 人 主 不 務 襲 跡 於 其 所 以 安 存 而 忽 怠 於 所 以 危 亡 是 猶 未 有 以 異 於 卻 步 而 欲 求 及 前 人 也 豈 非 惑 哉 。	Sách Khổng Tử Gia Ngữ viết : Đức Khổng-Tử xem nhà Minh-Đường nhìn thấy bốn phía bức tường có vẽ hình tượng vua Nghiêu, Thuấn, Kiệt, Trụ và các công trạng tốt xấu, các bài răn bảo hưng thịnh hay diệt vong của họ. Lại có bức vẽ Chu-Công làm tướng cho vua Thành-Vương, ngài ôm vua mà gáng vác công việc trước tấm bình phong, phía nam ngồi triều kiến các chư-hầu.
尚 書 云 : 古 人 有 言 曰 人 無 于 水 鑒 當 于 民 鑒 今 惟 殷 墜 命 我 其 可 弗 大 鑑 。	Nay dù nhà Ân mất mệnh trời, ta há chẳng lấy đó làm tấm gương lớn.
六 韜 云 : 殷 君 喜 以 人 餧 虎 喜 割 人 心 喜 殺 孕 婦 喜 殺 人 之 父 孤 人 之 子 喜 奪 喜 誣 以 信 為 欺 欺 者 為 真 以 忠 為 不 忠 忠 諫 者 死 阿 諛 者 賞 以 君 子 為 下 急 令 暴 取 好 田 獵 出 入 不 時 喜 治 宮 室 脩 臺 池 日 夜 無 已 喜 為 酒 池 肉 林 糟 丘 而 牛 飲 者 三 千 飲 人 無 長 幼 之 序 貴 賤 之 禮 喜 聽 讒 用 舉 無 功 者 賞 無 德 者 富 所 愛 專 制 而 擅 令 無 禮 義 無 忠 信 無 聖 人 無 賢 士 無 法 度 無 升 斛 無 尺 丈 無 稱 衡 此 殷 國 之 大 妖 也 。	Sách Lục Thao viết : Vua nhà Ân vui khi lấy người làm mồi cho hổ ăn, vui khi mổ tim người, vui khi mổ bụng thai phụ, vui khi giết cha người khiến con họ mồ côi, vui thích chiếm đoạt, vui thích vu oan. Coi thường thành tín, xem lừa dối là chân thực.
吳 志 云 : 昔 秦 所 以 亡 天 下 者 但 坐 賞 輕 而 罰 重 刑 政 錯 亂 民 力 盡 於 奢 侈 目 眩 於 美 色 志 濁 於 財 寶 邪 臣 在 位 賢 哲 隱 藏 百 姓 業 業 天 下 苦 之 是 以 遂 有 覆 巢 破 卵 之 憂 漢 所 以 疆 者 躬 行 誠 信 聽 諫 納 賢 惠 及 負 薪 躬 請 巖 穴 廣 採 博 察 以 成 其 謀 此 往 事 之 明 證 也 。	Đó là minh chứng của việc đã qua vậy.
尉 繚 子 云 : 王 國 富 民 霸 國 富 士 僅 存 之 國 富 大 夫 亡 國 富 倉 府 是 謂 上 溢 而 下 漏 故 患 無 所 救 。	Sách Úy Liễu Tử viết : Bậc Vương làm dân trong nước sung túc, bậc Bá làm kẻ sĩ trong nước sung túc, đất nước còn thì làm sung túc quan đại-phu, đất nước diệt vong thì làm sung túc kho lẫm. Đó gọi là trên dư giả thì dưới thiếu thốn nên khi gặp họa hoạn thì không thể cứu vãng.
左 傳 云 : 仲 叔 于 奚 救 孫 桓 子 桓 子 是 以 免 既 衛 人 賞 之 以 邑 辭 請 曲 縣 繁 纓 以 朝 許 之 仲 尼 聞 之 曰 惜 也 不 如 多 與 之 邑 唯 器 與 名 不 可 以 假 人 君 之 所 司 也 政 之 大 節 也 若 以 假 人 與 人 政 也 政 亡 則 國 家 從 之 不 可 止 也 已 。	Khí cụ và danh hiệu không thể cho người dù vua là người nắm giữ. Chính trị là việc trọng đại, tùy tiện ban thưởng cho người cũng như trao quyền làm chính trị cho họ vậy.
後 漢 書 云 : 生 而 富 者 驕 生 而 貴 者 傲 生 富 貴 而 能 不 驕 傲 者 未 之 有 也 今 寵 祿 初 隆 百 僚 觀 行 當 堯 舜 之 盛 世 處 光 華 之 顯 時 豈 可 不 庶 幾 夙 夜 以 永 終 譽 。	Sách Bão Phác Tử viết : Xưa kia Trần-Linh-Công bị tên bắn, họ Quán bị họa diệt tộc, vả chăng trời giáng xuống mà thực sự do cái miệng gây nên.
抱 朴 子 云 : 昔 陳 靈 之 被 矢 灌 氏 之 泯 族 匪 降 自 天 口 實 為 之 樞 機 之 發 榮 辱 之 主 三 緘 之 戒 豈 欺 我 哉 。	Nó là phần trọng yếu phát ra vinh hay nhục, điều răn uốn lưỡi ba lần trước khi nói há lại gạt ta ư !.
昌 言 云 : 肅 禮 容 居 中 正 康 道 德 履 仁 義 敬 天 地 恪 宗 廟 此 吉 祥 之 術 也 不 幸 而 有 災 則 克 己 責 躬 之 所 復 也 然 而 有 禱 祈 之 禮 史 巫 之 事 者 盡 中 正 竭 精 誠 也 。	Vì thế mà có nghi lễ khấn vái và công việc của thầy cúng (sử-vu), để tận hết sự ngay thẳng và dốc hết lòng thành kính vậy.
劉 廙 政 論 云 : 高 於 人 之 上 者 必 有 以 應 於 人 其 察 之 也 視 下 視 下 者 見 之 詳 矣 人 君 誠 能 知 所 不 知 不 遺 燈 燭 童 昏 之 見 故 無 不 可 知 而 不 知 也 。	Sách Lưu Dực Chính Luận viết : Kẻ ở trên cao ắt phải ứng đối với người. Điều tra để thấy được tình hình bên dưới, thấy được hình bên dưới thì biết tường tận vậy.
管 子 云 : 人 主 不 周 密 則 正 言 直 行 之 士 危 正 言 直 行 之 士 危 則 人 主 孤 而 無 內 人 主 孤 而 無 內 則 人 臣 黨 而 成 群 使 人 主 孤 而 無 內 人 臣 黨 而 成 群 者 此 非 人 臣 之 罪 也 人 主 之 過 也 。	Việc khiến cho bậc lãnh đạo bị cô lập mà không ai giúp đỡ để quần thần kết thành bè đảng, đó không phải tội của quần thần mà do lỗi của bậc lãnh đạo vậy.
孔 子 家 語 云 : 子 貢 為 信 陽 宰 將 行 孔 子 曰 勤 之 慎 之 奉 天 之 時 無 奪 無 伐 無 暴 無 盜 子 貢 曰 賜 也 少 而 事 君 子 豈 以 盜 為 累 哉 孔 子 曰 而 未 之 詳 也 夫 以 賢 代 賢 是 之 謂 奪 以 不 肖 代 賢 是 之 謂 伐 緩 令 急 誅 是 之 謂 暴 取 善 自 與 是 之 謂 盜 盜 非 竊 財 之 謂 也 吾 聞 之 知 為 吏 者 奉 法 以 利 民 不 知 為 吏 者 枉 法 以 侵 民 此 怨 所 由 生 也 匿 人 之 善 斯 謂 蔽 賢 揚 人 之 惡 斯 謂 小 人 內 不 相 訓 而 外 相 謗 非 親 睦 也 言 人 之 善 若 己 有 之 言 人 之 惡 若 己 受 之 故 君 子 無 所 不 慎 焉 。	Sách Khổng Tử Gia Ngữ viết : Thầy Tử-Cống sắp lên đường nhậm chức quan Tể ở đất Tín-Dương. Đức Khổng-Tử nói : trò phải chăm chỉ, thận trọng, phụng theo thiên thời, không cướp đoạt, không chặt chém, không hung bạo, không trộm cắp.
周 書 云 : 天 有 四 殃 水 旱 饑 荒 其 至 無 時 非 務 積 聚 何 以 備 之 夏 箴 曰 小 人 無 兼 年 之 食 遇 天 饑 妻 子 非 其 有 也 大 夫 無 兼 年 之 食 遇 天 饑 臣 妾 輿 馬 非 其 有 也 國 無 兼 年 之 食 遇 天 饑 百 姓 非 其 百 姓 也 戒 之 哉 不 思 禍 咎 無 日 矣 。	Sách Hạ-Châm viết : “ Kẻ tiểu-nhân (dân) không đủ lương thực ăn trong hai năm thì gặp đói kém, vợ con không còn nữa. Quan đại-phu không đủ lương thực ăn trong hai năm thì gặp đói kém, thần-thiếp, xe ngựa không còn nữa. Quốc gia không có đủ lương thực ăn trong hai năm thì gặp đói kém, bách-tính không còn là bách-tính nữa.” Răn lắm thay ! không lo đến tai họa thì tai họa không ngày nào mà không có vậy.
鹽 鐵 論 云 : 分 土 地 趣 本 業 養 桑 麻 盡 地 力 也 寡 功 節 用 則 民 自 富 如 是 則 水 旱 不 能 憂 凶 年 不 能 累 也 。	Giảm lao dịch, tiết kiệm chi tiêu thì dân tự giàu, làm như thế không cần lo lũ lụt, hạn hán, gặp năm xấu không cần phải tích lũy (lương thực).
韓 子 云 : 天 下 有 信 數 三 一 曰 智 有 所 不 能 立 二 曰 力 有 所 不 能 舉 三 曰 強 有 所 不 能 勝 故 雖 有 堯 之 智 而 無 眾 人 之 助 大 功 不 立 有 烏 獲 之 勁 而 不 得 人 助 不 能 自 舉 有 賁 育 之 強 而 無 術 法 不 得 長 生 。	Sách Hàn Tử viết : Thiên-hạ có ba việc nên tin theo : thứ nhất là thông minh cỡ nào cũng có những chổ không thể biết được, thứ hai là khỏe mạnh cỡ nào cũng có những vật không thể nhấc được, thứ ba là giỏi giang cỡ nào cũng có những người không thể thắng được. Nên dù có thông minh như vua Nghiêu mà không được nhiều người trợ giúp thì sự nghiệp lớn không dây dựng được.
周 易 云 : 蒙 象 曰 山 下 出 泉 蒙 君 子 以 果 行 育 德 。	Người quân-tử lấy đó mà quả quyết theo hạnh tốt, nuôi dưỡng tánh đức.
尚 書 云 : 弗 務 細 行 終 累 大 德 為 山 九 仞 功 虧 一 簣 。	Sách Thượng Thư viết : Không biết giữ gìn những nết nhỏ nhặt, chung cuộc sẽ làm lụy đến cả đức lớn.
